Datum,Wert,Einheit
20.09. 14:15,6.03,kW
20.09. 14:30,8.85,kW
20.09. 14:45,2.86,kW
20.09. 15:00,2.33,kW
20.09. 15:15,3.92,kW
20.09. 15:30,6.36,kW
20.09. 15:45,7.26,kW
20.09. 16:00,7.04,kW
20.09. 16:15,2.25,kW
20.09. 16:30,1.26,kW
20.09. 16:45,1.18,kW
20.09. 17:00,1.43,kW
20.09. 17:15,2.3,kW
20.09. 17:30,3.36,kW
20.09. 17:45,3.79,kW
20.09. 18:00,2.33,kW
20.09. 18:15,0.67,kW
20.09. 18:30,0.42,kW
20.09. 18:45,0.32,kW
20.09. 19:00,0.36,kW
20.09. 19:15,0.11,kW
20.09. 19:30,0.04,kW
20.09. 19:45,0.0,kW
20.09. 20:00,0.0,kW
20.09. 20:15,0.0,kW
20.09. 20:30,0.0,kW
20.09. 20:45,0.0,kW
20.09. 21:00,0.0,kW
20.09. 21:15,0.0,kW
20.09. 21:30,0.0,kW
20.09. 21:45,0.0,kW
20.09. 22:00,0.0,kW
20.09. 22:15,0.0,kW
20.09. 22:30,0.0,kW
20.09. 22:45,0.0,kW
20.09. 23:00,0.0,kW
20.09. 23:15,0.0,kW
20.09. 23:30,0.0,kW
20.09. 23:45,0.0,kW
21.09. 00:00,0.0,kW
21.09. 00:15,0.0,kW
21.09. 00:30,0.0,kW
21.09. 00:45,0.0,kW
21.09. 01:00,0.0,kW
21.09. 01:15,0.0,kW
21.09. 01:30,0.0,kW
21.09. 01:45,0.0,kW
21.09. 02:00,0.0,kW
21.09. 02:15,0.0,kW
21.09. 02:30,0.0,kW
21.09. 02:45,0.0,kW
21.09. 03:00,0.0,kW
21.09. 03:15,0.0,kW
21.09. 03:30,0.0,kW
21.09. 03:45,0.0,kW
21.09. 04:00,0.0,kW
21.09. 04:15,0.0,kW
21.09. 04:30,0.0,kW
21.09. 04:45,0.0,kW
21.09. 05:00,0.0,kW
21.09. 05:15,0.0,kW
21.09. 05:30,0.0,kW
21.09. 05:45,0.0,kW
21.09. 06:00,0.0,kW
21.09. 06:15,0.0,kW
21.09. 06:30,0.0,kW
21.09. 06:45,0.0,kW
21.09. 07:00,0.0,kW
21.09. 07:15,0.0,kW
21.09. 07:30,0.0,kW
21.09. 07:45,0.05,kW
21.09. 08:00,0.12,kW
21.09. 08:15,0.19,kW
21.09. 08:30,0.24,kW
21.09. 08:45,0.28,kW
21.09. 09:00,0.32,kW
21.09. 09:15,0.35,kW
21.09. 09:30,0.4,kW
21.09. 09:45,0.48,kW
21.09. 10:00,1.7,kW
21.09. 10:15,3.29,kW
21.09. 10:30,4.84,kW
21.09. 10:45,5.49,kW
21.09. 11:00,5.9,kW
21.09. 11:15,6.26,kW
21.09. 11:30,6.63,kW
21.09. 11:45,6.97,kW
21.09. 12:00,7.37,kW
21.09. 12:15,7.62,kW
21.09. 12:30,7.78,kW
21.09. 12:45,8.24,kW
21.09. 13:00,8.51,kW
21.09. 13:15,8.02,kW
21.09. 13:30,8.99,kW
21.09. 13:45,8.71,kW
21.09. 14:00,8.47,kW
21.09. 14:15,7.3,kW
21.09. 14:30,8.46,kW
21.09. 14:45,8.06,kW
21.09. 15:00,7.88,kW
21.09. 15:15,7.72,kW
21.09. 15:30,7.26,kW
21.09. 15:45,6.15,kW
21.09. 16:00,6.92,kW
21.09. 16:15,6.75,kW
21.09. 16:30,6.13,kW
21.09. 16:45,5.69,kW
21.09. 17:00,5.21,kW
21.09. 17:15,4.93,kW
21.09. 17:30,1.54,kW
21.09. 17:45,2.37,kW
21.09. 18:00,1.6,kW
21.09. 18:15,0.69,kW
21.09. 18:30,0.41,kW
21.09. 18:45,0.25,kW
21.09. 19:00,0.17,kW
21.09. 19:15,0.08,kW
21.09. 19:30,0.04,kW
21.09. 19:45,0.01,kW
21.09. 20:00,0.0,kW
21.09. 20:15,0.0,kW
21.09. 20:30,0.0,kW
21.09. 20:45,0.0,kW
21.09. 21:00,0.0,kW
21.09. 21:15,0.0,kW
21.09. 21:30,0.0,kW
21.09. 21:45,0.0,kW
21.09. 22:00,0.0,kW
21.09. 22:15,0.0,kW
21.09. 22:30,0.0,kW
21.09. 22:45,0.0,kW
21.09. 23:00,0.0,kW
21.09. 23:15,0.0,kW
21.09. 23:30,0.0,kW
21.09. 23:45,0.0,kW
22.09. 00:00,0.0,kW
22.09. 00:15,0.0,kW
22.09. 00:30,0.0,kW
22.09. 00:45,0.0,kW
22.09. 01:00,0.0,kW
22.09. 01:15,0.0,kW
22.09. 01:30,0.0,kW
22.09. 01:45,0.0,kW
22.09. 02:00,0.0,kW
22.09. 02:15,0.0,kW
22.09. 02:30,0.0,kW
22.09. 02:45,0.0,kW
22.09. 03:00,0.0,kW
22.09. 03:15,0.0,kW
22.09. 03:30,0.0,kW
22.09. 03:45,0.0,kW
22.09. 04:00,0.0,kW
22.09. 04:15,0.0,kW
22.09. 04:30,0.0,kW
22.09. 04:45,0.0,kW
22.09. 05:00,0.0,kW
22.09. 05:15,0.0,kW
22.09. 05:30,0.0,kW
22.09. 05:45,0.0,kW
22.09. 06:00,0.0,kW
22.09. 06:15,0.0,kW
22.09. 06:30,0.0,kW
22.09. 06:45,0.0,kW
22.09. 07:00,0.0,kW
22.09. 07:15,0.0,kW
22.09. 07:30,0.0,kW
22.09. 07:45,0.04,kW
22.09. 08:00,0.11,kW
22.09. 08:15,0.16,kW
22.09. 08:30,0.21,kW
22.09. 08:45,0.26,kW
22.09. 09:00,0.28,kW
22.09. 09:15,0.31,kW
22.09. 09:30,0.34,kW
22.09. 09:45,0.38,kW
22.09. 10:00,1.3,kW
22.09. 10:15,3.22,kW
22.09. 10:30,4.88,kW
22.09. 10:45,5.58,kW
22.09. 11:00,5.9,kW
22.09. 11:15,6.33,kW
22.09. 11:30,6.69,kW
22.09. 11:45,7.0,kW
22.09. 12:00,7.28,kW
22.09. 12:15,7.56,kW
22.09. 12:30,7.78,kW
22.09. 12:45,7.95,kW
22.09. 13:00,8.04,kW
22.09. 13:15,8.12,kW
22.09. 13:30,8.18,kW
22.09. 13:45,8.18,kW
22.09. 14:00,8.17,kW
22.09. 14:15,8.15,kW
22.09. 14:30,7.98,kW
22.09. 14:45,7.81,kW
22.09. 15:00,7.66,kW
22.09. 15:15,7.47,kW
22.09. 15:30,7.17,kW
22.09. 15:45,6.85,kW
22.09. 16:00,6.58,kW
22.09. 16:15,6.17,kW
22.09. 16:30,5.82,kW
22.09. 16:45,5.37,kW
22.09. 17:00,4.96,kW
22.09. 17:15,4.44,kW
22.09. 17:30,2.74,kW
22.09. 17:45,2.01,kW
22.09. 18:00,1.43,kW
22.09. 18:15,0.83,kW
22.09. 18:30,0.36,kW
22.09. 18:45,0.23,kW
22.09. 19:00,0.15,kW
22.09. 19:15,0.07,kW
22.09. 19:30,0.02,kW
22.09. 19:45,0.0,kW
22.09. 20:00,0.0,kW
22.09. 20:15,0.0,kW
22.09. 20:30,0.0,kW
22.09. 20:45,0.0,kW
22.09. 21:00,0.0,kW
22.09. 21:15,0.0,kW
22.09. 21:30,0.0,kW
22.09. 21:45,0.0,kW
22.09. 22:00,0.0,kW
22.09. 22:15,0.0,kW
22.09. 22:30,0.0,kW
22.09. 22:45,0.0,kW
22.09. 23:00,0.0,kW
22.09. 23:15,0.0,kW
22.09. 23:30,0.0,kW
22.09. 23:45,0.0,kW
23.09. 00:00,0.0,kW
23.09. 00:15,0.0,kW
23.09. 00:30,0.0,kW
23.09. 00:45,0.0,kW
23.09. 01:00,0.0,kW
23.09. 01:15,0.0,kW
23.09. 01:30,0.0,kW
23.09. 01:45,0.0,kW
23.09. 02:00,0.0,kW
23.09. 02:15,0.0,kW
23.09. 02:30,0.0,kW
23.09. 02:45,0.0,kW
23.09. 03:00,0.0,kW
23.09. 03:15,0.0,kW
23.09. 03:30,0.0,kW
23.09. 03:45,0.0,kW
23.09. 04:00,0.0,kW
23.09. 04:15,0.0,kW
23.09. 04:30,0.0,kW
23.09. 04:45,0.0,kW
23.09. 05:00,0.0,kW
23.09. 05:15,0.0,kW
23.09. 05:30,0.0,kW
23.09. 05:45,0.0,kW
23.09. 06:00,0.0,kW
23.09. 06:15,0.0,kW
23.09. 06:30,0.0,kW
23.09. 06:45,0.0,kW
23.09. 07:00,0.0,kW
23.09. 07:15,0.0,kW
23.09. 07:30,0.01,kW
23.09. 07:45,0.17,kW
23.09. 08:00,0.39,kW
23.09. 08:15,0.53,kW
23.09. 08:30,0.67,kW
23.09. 08:45,0.8,kW
23.09. 09:00,0.89,kW
23.09. 09:15,0.97,kW
23.09. 09:30,1.05,kW
23.09. 09:45,1.19,kW
23.09. 10:00,1.5,kW
23.09. 10:15,1.89,kW
23.09. 10:30,2.93,kW
23.09. 10:45,4.51,kW
23.09. 11:00,4.66,kW
23.09. 11:15,5.94,kW
23.09. 11:30,6.26,kW
23.09. 11:45,6.39,kW
23.09. 12:00,6.7,kW
23.09. 12:15,6.96,kW
23.09. 12:30,6.92,kW
23.09. 12:45,7.37,kW
23.09. 13:00,7.59,kW
23.09. 13:15,7.74,kW
23.09. 13:30,7.51,kW
23.09. 13:45,7.43,kW
23.09. 14:00,6.96,kW
23.09. 14:15,5.93,kW
23.09. 14:30,6.51,kW
23.09. 14:45,6.15,kW
23.09. 15:00,6.25,kW
23.09. 15:15,3.84,kW
23.09. 15:30,2.73,kW
23.09. 15:45,2.5,kW
23.09. 16:00,2.98,kW
23.09. 16:15,3.71,kW
23.09. 16:30,2.79,kW
23.09. 16:45,2.63,kW
23.09. 17:00,2.32,kW
23.09. 17:15,1.46,kW
23.09. 17:30,1.06,kW
23.09. 17:45,0.88,kW
23.09. 18:00,0.64,kW
23.09. 18:15,0.5,kW
23.09. 18:30,0.37,kW
23.09. 18:45,0.28,kW
23.09. 19:00,0.21,kW
23.09. 19:15,0.08,kW
23.09. 19:30,0.0,kW
23.09. 19:45,0.0,kW
23.09. 20:00,0.0,kW
23.09. 20:15,0.0,kW
23.09. 20:30,0.0,kW
23.09. 20:45,0.0,kW
23.09. 21:00,0.0,kW
23.09. 21:15,0.0,kW
23.09. 21:30,0.0,kW
23.09. 21:45,0.0,kW
23.09. 22:00,0.0,kW
23.09. 22:15,0.0,kW
23.09. 22:30,0.0,kW
23.09. 22:45,0.0,kW
23.09. 23:00,0.0,kW
23.09. 23:15,0.0,kW
23.09. 23:30,0.0,kW
23.09. 23:45,0.0,kW
24.09. 00:00,0.0,kW
24.09. 00:15,0.0,kW
24.09. 00:30,0.0,kW
24.09. 00:45,0.0,kW
24.09. 01:00,0.0,kW
24.09. 01:15,0.0,kW
24.09. 01:30,0.0,kW
24.09. 01:45,0.0,kW
24.09. 02:00,0.0,kW
24.09. 02:15,0.0,kW
24.09. 02:30,0.0,kW
24.09. 02:45,0.0,kW
24.09. 03:00,0.0,kW
24.09. 03:15,0.0,kW
24.09. 03:30,0.0,kW
24.09. 03:45,0.0,kW
24.09. 04:00,0.0,kW
24.09. 04:15,0.0,kW
24.09. 04:30,0.0,kW
24.09. 04:45,0.0,kW
24.09. 05:00,0.0,kW
24.09. 05:15,0.0,kW
24.09. 05:30,0.0,kW
24.09. 05:45,0.0,kW
24.09. 06:00,0.0,kW
24.09. 06:15,0.0,kW
24.09. 06:30,0.0,kW
24.09. 06:45,0.0,kW
24.09. 07:00,0.0,kW
24.09. 07:15,0.0,kW
24.09. 07:30,0.0,kW
24.09. 07:45,0.01,kW
24.09. 08:00,0.11,kW
24.09. 08:15,0.28,kW
24.09. 08:30,0.45,kW
24.09. 08:45,0.39,kW
24.09. 09:00,0.45,kW
24.09. 09:15,0.64,kW
24.09. 09:30,0.88,kW
24.09. 09:45,1.23,kW
24.09. 10:00,1.17,kW
24.09. 10:15,0.75,kW
24.09. 10:30,1.43,kW
24.09. 10:45,2.48,kW
24.09. 11:00,2.19,kW
24.09. 11:15,1.49,kW
24.09. 11:30,1.15,kW
24.09. 11:45,1.78,kW
24.09. 12:00,1.18,kW
24.09. 12:15,1.37,kW
24.09. 12:30,1.43,kW
24.09. 12:45,2.9,kW
24.09. 13:00,1.67,kW
24.09. 13:15,1.84,kW
24.09. 13:30,1.55,kW
24.09. 13:45,3.28,kW
24.09. 14:00,3.58,kW
24.09. 14:15,6.44,kW
24.09. 14:30,5.95,kW
24.09. 14:45,3.48,kW
24.09. 15:00,3.23,kW
24.09. 15:15,2.94,kW
24.09. 15:30,5.48,kW
24.09. 15:45,5.62,kW
24.09. 16:00,3.17,kW
24.09. 16:15,1.41,kW
24.09. 16:30,0.93,kW
24.09. 16:45,0.86,kW
24.09. 17:00,0.85,kW
24.09. 17:15,0.84,kW
24.09. 17:30,0.7,kW
24.09. 17:45,0.77,kW
24.09. 18:00,0.94,kW
24.09. 18:15,0.76,kW
24.09. 18:30,0.48,kW
24.09. 18:45,0.28,kW
24.09. 19:00,0.08,kW
24.09. 19:15,0.02,kW
24.09. 19:30,0.0,kW
24.09. 19:45,0.0,kW
24.09. 20:00,0.0,kW
24.09. 20:15,0.0,kW
24.09. 20:30,0.0,kW
24.09. 20:45,0.0,kW
24.09. 21:00,0.0,kW
24.09. 21:15,0.0,kW
24.09. 21:30,0.0,kW
24.09. 21:45,0.0,kW
24.09. 22:00,0.0,kW
24.09. 22:15,0.0,kW
24.09. 22:30,0.0,kW
24.09. 22:45,0.0,kW
24.09. 23:00,0.0,kW
24.09. 23:15,0.0,kW
24.09. 23:30,0.0,kW
24.09. 23:45,0.0,kW
25.09. 00:00,0.0,kW
25.09. 00:15,0.0,kW
25.09. 00:30,0.0,kW
25.09. 00:45,0.0,kW
25.09. 01:00,0.0,kW
25.09. 01:15,0.0,kW
25.09. 01:30,0.0,kW
25.09. 01:45,0.0,kW
25.09. 02:00,0.0,kW
25.09. 02:15,0.0,kW
25.09. 02:30,0.0,kW
25.09. 02:45,0.0,kW
25.09. 03:00,0.0,kW
25.09. 03:15,0.0,kW
25.09. 03:30,0.0,kW
25.09. 03:45,0.0,kW
25.09. 04:00,0.0,kW
25.09. 04:15,0.0,kW
25.09. 04:30,0.0,kW
25.09. 04:45,0.0,kW
25.09. 05:00,0.0,kW
25.09. 05:15,0.0,kW
25.09. 05:30,0.0,kW
25.09. 05:45,0.0,kW
25.09. 06:00,0.0,kW
25.09. 06:15,0.0,kW
25.09. 06:30,0.0,kW
25.09. 06:45,0.0,kW
25.09. 07:00,0.0,kW
25.09. 07:15,0.0,kW
25.09. 07:30,0.0,kW
25.09. 07:45,0.0,kW
25.09. 08:00,0.0,kW
25.09. 08:15,0.0,kW
25.09. 08:30,0.09,kW
25.09. 08:45,0.2,kW
25.09. 09:00,0.41,kW
25.09. 09:15,0.55,kW
25.09. 09:30,0.61,kW
25.09. 09:45,0.64,kW
25.09. 10:00,0.83,kW
25.09. 10:15,1.16,kW
25.09. 10:30,1.04,kW
25.09. 10:45,2.99,kW
25.09. 11:00,1.3,kW
25.09. 11:15,1.29,kW
25.09. 11:30,1.03,kW
25.09. 11:45,1.85,kW
25.09. 12:00,2.42,kW
25.09. 12:15,1.96,kW
25.09. 12:30,1.36,kW
25.09. 12:45,2.26,kW
25.09. 13:00,2.23,kW
25.09. 13:15,2.4,kW
25.09. 13:30,1.88,kW
25.09. 13:45,2.87,kW
25.09. 14:00,3.09,kW
25.09. 14:15,2.84,kW
25.09. 14:30,2.57,kW
25.09. 14:45,1.08,kW
25.09. 15:00,2.09,kW
25.09. 15:15,2.71,kW
25.09. 15:30,2.42,kW
25.09. 15:45,1.96,kW
25.09. 16:00,1.66,kW
25.09. 16:15,2.93,kW
25.09. 16:30,2.22,kW
25.09. 16:45,1.03,kW
25.09. 17:00,0.26,kW
25.09. 17:15,0.23,kW
25.09. 17:30,0.13,kW
25.09. 17:45,0.12,kW
25.09. 18:00,0.15,kW
25.09. 18:15,0.09,kW
25.09. 18:30,0.05,kW
25.09. 18:45,0.05,kW
25.09. 19:00,0.05,kW
25.09. 19:15,0.02,kW
25.09. 19:30,0.0,kW
25.09. 19:45,0.0,kW
25.09. 20:00,0.0,kW
25.09. 20:15,0.0,kW
25.09. 20:30,0.0,kW
25.09. 20:45,0.0,kW
25.09. 21:00,0.0,kW
25.09. 21:15,0.0,kW
25.09. 21:30,0.0,kW
25.09. 21:45,0.0,kW
25.09. 22:00,0.0,kW
25.09. 22:15,0.0,kW
25.09. 22:30,0.0,kW
25.09. 22:45,0.0,kW
25.09. 23:00,0.0,kW
25.09. 23:15,0.0,kW
25.09. 23:30,0.0,kW
25.09. 23:45,0.0,kW
26.09. 00:00,0.0,kW
26.09. 00:15,0.0,kW
26.09. 00:30,0.0,kW
26.09. 00:45,0.0,kW
26.09. 01:00,0.0,kW
26.09. 01:15,0.0,kW
26.09. 01:30,0.0,kW
26.09. 01:45,0.0,kW
26.09. 02:00,0.0,kW
26.09. 02:15,0.0,kW
26.09. 02:30,0.0,kW
26.09. 02:45,0.0,kW
26.09. 03:00,0.0,kW
26.09. 03:15,0.0,kW
26.09. 03:30,0.0,kW
26.09. 03:45,0.0,kW
26.09. 04:00,0.0,kW
26.09. 04:15,0.0,kW
26.09. 04:30,0.0,kW
26.09. 04:45,0.0,kW
26.09. 05:00,0.0,kW
26.09. 05:15,0.0,kW
26.09. 05:30,0.0,kW
26.09. 05:45,0.0,kW
26.09. 06:00,0.0,kW
26.09. 06:15,0.0,kW
26.09. 06:30,0.0,kW
26.09. 06:45,0.0,kW
26.09. 07:00,0.0,kW
26.09. 07:15,0.0,kW
26.09. 07:30,0.0,kW
26.09. 07:45,0.02,kW
26.09. 08:00,0.12,kW
26.09. 08:15,0.29,kW
26.09. 08:30,0.37,kW
26.09. 08:45,0.84,kW
26.09. 09:00,0.42,kW
26.09. 09:15,0.49,kW
26.09. 09:30,0.55,kW
26.09. 09:45,0.68,kW
26.09. 10:00,1.05,kW
26.09. 10:15,2.78,kW
26.09. 10:30,4.47,kW
26.09. 10:45,5.32,kW
26.09. 11:00,6.16,kW
26.09. 11:15,6.13,kW
26.09. 11:30,6.02,kW
26.09. 11:45,3.84,kW
26.09. 12:00,5.39,kW
26.09. 12:15,3.25,kW
26.09. 12:30,1.79,kW
26.09. 12:45,1.27,kW
26.09. 13:00,2.51,kW
26.09. 13:15,2.2,kW
26.09. 13:30,4.56,kW
26.09. 13:45,1.65,kW
26.09. 14:00,1.1,kW
26.09. 14:15,1.28,kW
26.09. 14:30,1.32,kW
26.09. 14:45,1.11,kW
26.09. 15:00,1.29,kW
26.09. 15:15,1.03,kW
26.09. 15:30,1.89,kW
26.09. 15:45,2.66,kW
26.09. 16:00,1.95,kW
26.09. 16:15,2.41,kW
26.09. 16:30,2.88,kW
26.09. 16:45,1.93,kW
26.09. 17:00,0.6,kW
26.09. 17:15,0.79,kW
26.09. 17:30,2.05,kW
26.09. 17:45,0.93,kW
26.09. 18:00,0.7,kW
26.09. 18:15,0.36,kW
26.09. 18:30,0.27,kW
26.09. 18:45,0.21,kW
26.09. 19:00,0.05,kW
26.09. 19:15,0.0,kW
26.09. 19:30,0.0,kW
26.09. 19:45,0.0,kW
26.09. 20:00,0.0,kW
26.09. 20:15,0.0,kW
26.09. 20:30,0.0,kW
26.09. 20:45,0.0,kW
26.09. 21:00,0.0,kW
26.09. 21:15,0.0,kW
26.09. 21:30,0.0,kW
26.09. 21:45,0.0,kW
26.09. 22:00,0.0,kW
26.09. 22:15,0.0,kW
26.09. 22:30,0.0,kW
26.09. 22:45,0.0,kW
26.09. 23:00,0.0,kW
26.09. 23:15,0.0,kW
26.09. 23:30,0.0,kW
26.09. 23:45,0.0,kW
27.09. 00:00,0.0,kW
27.09. 00:15,0.0,kW
27.09. 00:30,0.0,kW
27.09. 00:45,0.0,kW
27.09. 01:00,0.0,kW
27.09. 01:15,0.0,kW
27.09. 01:30,0.0,kW
27.09. 01:45,0.0,kW
27.09. 02:00,0.0,kW
27.09. 02:15,0.0,kW
27.09. 02:30,0.0,kW
27.09. 02:45,0.0,kW
27.09. 03:00,0.0,kW
27.09. 03:15,0.0,kW
27.09. 03:30,0.0,kW
27.09. 03:45,0.0,kW
27.09. 04:00,0.0,kW
27.09. 04:15,0.0,kW
27.09. 04:30,0.0,kW
27.09. 04:45,0.0,kW
27.09. 05:00,0.0,kW
27.09. 05:15,0.0,kW
27.09. 05:30,0.0,kW
27.09. 05:45,0.0,kW
27.09. 06:00,0.0,kW
27.09. 06:15,0.0,kW
27.09. 06:30,0.0,kW
27.09. 06:45,0.0,kW
27.09. 07:00,0.0,kW
27.09. 07:15,0.0,kW
27.09. 07:30,0.0,kW
27.09. 07:45,0.0,kW
27.09. 08:00,0.0,kW
27.09. 08:15,0.0,kW
27.09. 08:30,0.04,kW
27.09. 08:45,0.11,kW
27.09. 09:00,0.18,kW
27.09. 09:15,0.23,kW
27.09. 09:30,0.49,kW
27.09. 09:45,0.74,kW
27.09. 10:00,0.92,kW
27.09. 10:15,1.13,kW
27.09. 10:30,0.99,kW
27.09. 10:45,1.0,kW
27.09. 11:00,0.7,kW
27.09. 11:15,1.46,kW
27.09. 11:30,1.16,kW
27.09. 11:45,1.05,kW
27.09. 12:00,1.16,kW
27.09. 12:15,1.18,kW
27.09. 12:30,2.41,kW
27.09. 12:45,2.95,kW
27.09. 13:00,0.74,kW
27.09. 13:15,1.84,kW
27.09. 13:30,4.0,kW
27.09. 13:45,3.36,kW
27.09. 14:00,5.72,kW
27.09. 14:15,7.8,kW
27.09. 14:30,8.8,kW
27.09. 14:45,5.35,kW
27.09. 15:00,1.65,kW
27.09. 15:15,2.02,kW
27.09. 15:30,2.47,kW
27.09. 15:45,2.06,kW
27.09. 16:00,0.74,kW
27.09. 16:15,0.81,kW
27.09. 16:30,0.9,kW
27.09. 16:45,3.85,kW
27.09. 17:00,2.96,kW
27.09. 17:15,2.47,kW
27.09. 17:30,1.14,kW
27.09. 17:45,1.32,kW
27.09. 18:00,1.13,kW
27.09. 18:15,0.56,kW
27.09. 18:30,0.27,kW
27.09. 18:45,0.15,kW
27.09. 19:00,0.09,kW
27.09. 19:15,0.04,kW
27.09. 19:30,0.0,kW
27.09. 19:45,0.0,kW
27.09. 20:00,0.0,kW
27.09. 20:15,0.0,kW
27.09. 20:30,0.0,kW
27.09. 20:45,0.0,kW
27.09. 21:00,0.0,kW
27.09. 21:15,0.0,kW
27.09. 21:30,0.0,kW
27.09. 21:45,0.0,kW
27.09. 22:00,0.0,kW
27.09. 22:15,0.0,kW
27.09. 22:30,0.0,kW
27.09. 22:45,0.0,kW
27.09. 23:00,0.0,kW
27.09. 23:15,0.0,kW
27.09. 23:30,0.0,kW
27.09. 23:45,0.0,kW
28.09. 00:00,0.0,kW
28.09. 00:15,0.0,kW
28.09. 00:30,0.0,kW
28.09. 00:45,0.0,kW
28.09. 01:00,0.0,kW
28.09. 01:15,0.0,kW
28.09. 01:30,0.0,kW
28.09. 01:45,0.0,kW
28.09. 02:00,0.0,kW
28.09. 02:15,0.0,kW
28.09. 02:30,0.0,kW
28.09. 02:45,0.0,kW
28.09. 03:00,0.0,kW
28.09. 03:15,0.0,kW
28.09. 03:30,0.0,kW
28.09. 03:45,0.0,kW
28.09. 04:00,0.0,kW
28.09. 04:15,0.0,kW
28.09. 04:30,0.0,kW
28.09. 04:45,0.0,kW
28.09. 05:00,0.0,kW
28.09. 05:15,0.0,kW
28.09. 05:30,0.0,kW
28.09. 05:45,0.0,kW
28.09. 06:00,0.0,kW
28.09. 06:15,0.0,kW
28.09. 06:30,0.0,kW
28.09. 06:45,0.0,kW
28.09. 07:00,0.0,kW
28.09. 07:15,0.0,kW
28.09. 07:30,0.0,kW
28.09. 07:45,0.0,kW
28.09. 08:00,0.01,kW
28.09. 08:15,0.1,kW
28.09. 08:30,0.27,kW
28.09. 08:45,0.71,kW
28.09. 09:00,0.68,kW
28.09. 09:15,0.66,kW
28.09. 09:30,0.56,kW
28.09. 09:45,0.63,kW
28.09. 10:00,1.06,kW
28.09. 10:15,1.7,kW
28.09. 10:30,3.63,kW
28.09. 10:45,2.4,kW
28.09. 11:00,2.75,kW
28.09. 11:15,1.85,kW
28.09. 11:30,3.01,kW
28.09. 11:45,6.57,kW
28.09. 12:00,6.61,kW
28.09. 12:15,7.7,kW
28.09. 12:30,2.58,kW
28.09. 12:45,1.15,kW
28.09. 13:00,1.67,kW
28.09. 13:15,2.76,kW
28.09. 13:30,2.8,kW
28.09. 13:45,3.18,kW
28.09. 14:00,1.64,kW
28.09. 14:15,2.85,kW
28.09. 14:30,3.18,kW
28.09. 14:45,1.6,kW
28.09. 15:00,4.45,kW
28.09. 15:15,1.52,kW
28.09. 15:30,1.75,kW
28.09. 15:45,1.56,kW
28.09. 16:00,0.99,kW
28.09. 16:15,1.68,kW
28.09. 16:30,1.27,kW
28.09. 16:45,1.72,kW
28.09. 17:00,0.83,kW
28.09. 17:15,1.05,kW
28.09. 17:30,0.8,kW
28.09. 17:45,1.28,kW
28.09. 18:00,0.9,kW
28.09. 18:15,0.76,kW
28.09. 18:30,0.3,kW
28.09. 18:45,0.15,kW
28.09. 19:00,0.07,kW
28.09. 19:15,0.03,kW
28.09. 19:30,0.0,kW
28.09. 19:45,0.0,kW
28.09. 20:00,0.0,kW
28.09. 20:15,0.0,kW
28.09. 20:30,0.0,kW
28.09. 20:45,0.0,kW
28.09. 21:00,0.0,kW
28.09. 21:15,0.0,kW
28.09. 21:30,0.0,kW
28.09. 21:45,0.0,kW
28.09. 22:00,0.0,kW
28.09. 22:15,0.0,kW
28.09. 22:30,0.0,kW
28.09. 22:45,0.0,kW
28.09. 23:00,0.0,kW
28.09. 23:15,0.0,kW
28.09. 23:30,0.0,kW
28.09. 23:45,0.0,kW
29.09. 00:00,0.0,kW
29.09. 00:15,0.0,kW
29.09. 00:30,0.0,kW
29.09. 00:45,0.0,kW
29.09. 01:00,0.0,kW
29.09. 01:15,0.0,kW
29.09. 01:30,0.0,kW
29.09. 01:45,0.0,kW
29.09. 02:00,0.0,kW
29.09. 02:15,0.0,kW
29.09. 02:30,0.0,kW
29.09. 02:45,0.0,kW
29.09. 03:00,0.0,kW
29.09. 03:15,0.0,kW
29.09. 03:30,0.0,kW
29.09. 03:45,0.0,kW
29.09. 04:00,0.0,kW
29.09. 04:15,0.0,kW
29.09. 04:30,0.0,kW
29.09. 04:45,0.0,kW
29.09. 05:00,0.0,kW
29.09. 05:15,0.0,kW
29.09. 05:30,0.0,kW
29.09. 05:45,0.0,kW
29.09. 06:00,0.0,kW
29.09. 06:15,0.0,kW
29.09. 06:30,0.0,kW
29.09. 06:45,0.0,kW
29.09. 07:00,0.0,kW
29.09. 07:15,0.0,kW
29.09. 07:30,0.0,kW
29.09. 07:45,0.0,kW
29.09. 08:00,0.12,kW
29.09. 08:15,0.17,kW
29.09. 08:30,0.22,kW
29.09. 08:45,0.64,kW
29.09. 09:00,0.92,kW
29.09. 09:15,1.19,kW
29.09. 09:30,1.21,kW
29.09. 09:45,1.32,kW
29.09. 10:00,1.13,kW
29.09. 10:15,1.32,kW
29.09. 10:30,1.54,kW
29.09. 10:45,2.19,kW
29.09. 11:00,2.01,kW
29.09. 11:15,1.41,kW
29.09. 11:30,0.71,kW
29.09. 11:45,3.42,kW
29.09. 12:00,3.17,kW
29.09. 12:15,5.41,kW
29.09. 12:30,2.92,kW
29.09. 12:45,3.3,kW
29.09. 13:00,6.01,kW
29.09. 13:15,2.85,kW
29.09. 13:30,3.44,kW
29.09. 13:45,3.15,kW
29.09. 14:00,3.0,kW
29.09. 14:15,3.89,kW
29.09. 14:30,2.97,kW
29.09. 14:45,2.33,kW
29.09. 15:00,2.2,kW
29.09. 15:15,2.09,kW
29.09. 15:30,1.86,kW
29.09. 15:45,1.68,kW
29.09. 16:00,1.68,kW
29.09. 16:15,2.14,kW
29.09. 16:30,2.12,kW
